text,label
"methods and 65 classified methods, respectively. The accuracy of the final two-layer machine learning model, referred to as TIMgo, was 99.3% based on fivefold cross-validation, and 85.6% based on independent testing. We discovered that the information within the local sequence had a greater contribution than the global sequence with respect to classification. TIMgo had a good predictive ability for target genes within 20 kb from the 35S enhancer. Based on the analysis of significant sequences, the G-box regulatory sequence may also play an important role in the activation mechanism of the 35S enhancer. Scalable transcriptomics analysis with Dask: applications in",gene expression analysis
"light on the effects of gene markers on ALS diagnosis and propose a novel gene combination that is effective in ALS diagnosis. We retrieve the datasets and perform the cleaning and pre-processing methods to obtain robust data for analysis. Then, the Max-Min Parents and Children (MMPC) and Sequential Forward Feature Selection (SFFS) algorithms are applied to achieve the optimal gene subsets that are effective for the final intelligent diagnosis model. Notably, the coefficient of the Ridge Classifier is utilized as the crucial score for determining the gene importance ranking table based on the selected gene signatures. All the possible gene",gene expression analysis
"module. To identify critical biomarkers, machine learning algorithms including Random Forest, Least Absolute Shrinkage and Selection Operator (LASSO) regression, and Support Vector Machine (SVM) were employed. Validation of the findings was conducted using The Cancer Genome Atlas (TCGA) database, Human Protein Atlas (HPA), quantitative PCR (qPCR), and immune cell infiltration analysis via CIBERSORTx. Results: Our analysis identified 11,012 overlapping DEGs between the two datasets. WGCNA revealed 11 modules, with the green-yellow module exhibiting the highest correlation. Functional enrichment analysis highlighted significant associations with FOXM1 signaling pathways and retinoblastoma in cancer. Machine learning algorithms identified COASY, FTSJ1, and MOGS as pivotal",gene expression analysis
"with lung cancer and mitophagy. DEGs were identified using GEO2R, filtered based on criteria of P < 0.05 and log2 fold change >= 1. Subsequently, Weighted Gene Co-expression Network Analysis (WGCNA) was conducted to classify DEGs into modules. Functional annotation of these modules was performed using Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analyses. Gene Set Enrichment Analysis (GSEA) was applied to the most relevant module, designated as the greenyellow module. To identify critical biomarkers, machine learning algorithms including Random Forest, Least Absolute Shrinkage and Selection Operator (LASSO) regression, and Support Vector Machine (SVM) were",gene expression analysis
"patients; however, research in this area is still lacking. Much of the previous work on tumor microenvironments in lung adenocarcinoma with brain metastasis concerns the tumor immune microenvironment. The importance of the tumor nonimmune microenvironment (extracellular matrix (ECM), epithelial-mesenchymal transition (EMT) feature, and angiogenesis) has been overlooked with regard to brain metastasis. We evaluated tumor nonimmune-microenvironment-related gene expression signatures that could predict brain metastasis after the surgical resection of lung adenocarcinoma using a machine learning approach. We identified a tumor nonimmune-microenvironment-related 17-gene expression signature, and this signature showed high brain metastasis predictive power in four machine learning classifiers. The immunohistochemical",gene expression analysis
"unidentified. On the other hand, MLP-c showed the same highest-rated attributes adding 27 new attributes. Based on the results of MLP-a and MLP-c, considering the identified tomato IGs, a functional enrichment analysis was developed showing nine and eight biological pathways, respectively. Furthermore, the same IGs were used to compose biological networks from Arabidopsis thaliana orthologous genes. The biological networks identified for the first set were co-expression, shared protein domains, predicted interaction and co-localization. The second set presented the same networks adding physical interaction. Integrative Analysis of Gene Expression Data by RNA Sequencing for Differential Diagnosis of Acute Leukemia: Potential Application",gene expression analysis
"have recently advanced in construction of gene regulatory network (GRNs) based on high-throughput biological datasets. GRNs underlie almost all cellular phenomena; hence, comprehensive GRN maps are essential tools to elucidate gene function, thereby facilitating the identification and prioritization of candidate genes for functional analysis. High-throughput gene expression datasets have yielded various statistical and ML-based algorithms to infer causal relationship between genes and decipher GRNs. This review summarizes the recent advancements in the computational inference of GRNs, based on large-scale transcriptome sequencing datasets of model plants and crops. We highlight strategies to select contextual genes for GRN inference, and statistical and",gene expression analysis
"analyses of these DEGs were performed and predicted gene signatures were linked with miRNAs. Results: We evaluated six machine learning classification methods (Adaboost, ExtraTrees, logistic regression, naive Bayes classifier, random forest, and XGBoost) across different combinations of training and test datasets over GEO datasets. The accuracy and the AUROC of each combination of training and test data with different algorithms were used as comparison metrics. Random forest (RF) models consistently performed better than other models. In total, 34 genes were identified and used for pathway and gene set enrichment analysis. Further mapping of the 34 genes with miRNA identified interesting",gene expression analysis
"deregulated expressions of the selected gene in tumor tissues. The results indicate the existence of a specific expression fingerprint of these genes that is shared in different tumor tissues, and the hallmarks of the expression patterns of these genes in cancerous tissues are summarized at the end of this paper. Predicting Autism Spectrum Disorder Using Blood-based Gene Expression Signatures and Machine Learning Objective: The aim of this study was to identify a transcriptomic signature that could be used to classify subjects with autism spectrum disorder (ASD) compared to controls on the basis of blood gene expression profiles. The gene expression",gene expression analysis
"proffles Gene expression profiles of 14 common tumors and their counterpart normal tissues were analyzed with machine learning methods to address the problem of selection of tumor-specific genes and analysis of their differential expressions in tumor tissues. First, a variation of the Relief algorithm, RFE_Relief algorithm was proposed to learn the relations between genes and tissue types. Then, a support vector machine was employed to find the gene subset with the best classification performance for distinguishing cancerous tissues and their counterparts. After tissue-specific genes were removed, cross validation experiments were employed to demonstrate the common deregulated expressions of the selected",gene expression analysis
"in patients with IMNM were identified through the CIBERSORT and machine learning algorithm. The GSEA results revealed that the key genes were remarkably enriched in diverse immunological and muscle metabolism-related pathways.ConclusionsWe comprehensively explored immunological landscape of IMNM, which is indicative for the research of IMNM pathogenesis. To explore immunological landscape of immune-mediated necrotizing myopathy (IMNM), we performed a comprehensive analysis of three publicly available transcriptome expression databases. Differentially expressed genes and infiltrating cells in IMNM muscle biopsy specimens were identified using the limma package and the CIBERSORT algorithm separately. Five key genes (NDUFAF7, POLR2J, CD99, ARF5 and SKAP2) in IMNM",gene expression analysis
"identify crucial PRDEGs integral to the ischemic stroke process. Leveraging three distinct machine learning algorithms (LASSO, Random Forest, and Support Vector Machine), models were developed to differentiate between the Control and the IS patient samples. Through this approach, a core set of 10 PRDEGs consistently emerged as significant across all three machine learning models. Subsequent analysis of these genes yielded significant insights into their functional relevance and potential therapeutic approaches. In conclusion, this investigation underscores the pivotal role of pyroptosis pathways in ischemic stroke and identifies pertinent targets for therapeutic development and drug repurposing. Gene Expression Analysis of Solanum lycopersicum",gene expression analysis
"integration. The network module and hub genes were selected by weighted gene co-expression network analysis. Machine learning was used to establish a diagnostic model of endometriosis. Results: A gene module that was most relevant to endometriosis was selected through weighted gene co-expression network analysis. After further analysis of this module, four hub genes that represent the function of this module were selected: SCAF11, KRAS, MDM2 and KIF3A. Kyoto Encyclopedia of Genes and Genomes enrichment analysis of the four hub genes revealed that all of them were most highly correlated with genes enriched in the ubiquitin-mediated proteolysis pathway. Moreover, in the",gene expression analysis
"relevant to tumor cell resistance to targeted therapy. This study provides important insights into the molecular mechanisms underlying tumor cell resistance to KRAS inhibitor treatment. BOMA, a machine-learning framework for comparative gene expression analysis across brains and organoids Our machine-learning framework, brain and organoid manifold alignment (BOMA), first performs a global alignment of developmental gene expression data between brains and organoids. It then applies manifold learning to locally refine the alignment, revealing conserved and specific developmental trajectories across brains and organoids. Using BOMA, we found that human cortical organoids better align with certain brain cortical regions than with other non-cortical",gene expression analysis
"network analysis and classification (JDINAC), in the analysis of gene expression data (RNA-seq data). We searched for the differential networks in the RNA-seq data with a pathological diagnosis of AD. Finally, an optimal prediction model was built through cross-validation, which showed good discrimination and calibration for AD prediction. Results: We used JDINAC to derive a gene co-expression network and to explore the relationship between the interaction of gene pairs and AD, and the top 10 differential gene pairs were identified. We then compared the prediction performance between JDINAC and individual genes based on prediction methods. JDINAC provides better accuracy of",gene expression analysis
"select informative ontology terms. The genes annotated with the selected ontology terms have been used in the training part to carry out the classification task of the ML model. The output is an important set of ontologies for the two-class classification task applied to gene expression data for a given phenotype.Results: Our approach has been tested on 11 different gene expression datasets, and the results showed that GeNetOntology successfully identified important disease-related ontology terms to be used in the classification model.Discussion: GeNetOntology will assist geneticists and scientists to identify a range of disease-related genes and ontologies in transcriptomic data analysis,",gene expression analysis
"unresponsive to methotrexate. This study aimed to identify gene expression profiles and predictive models for tocilizumab treatment response in RA patients.Methods: Using the GSE78068 dataset from 38 RA patients, we identified differentially expressed genes between remission and non-remission groups. Predictive models were created using CART, random forest, and SVM techniques, with model genes selected through LASSO regression. Gene set enrichment and immune cell landscape analyses were performed to understand biological pathways and immune cell composition.Results: Analysis revealed 40 differentially expressed genes, with LASSO regression identifying 8 model genes significantly associated with remission. The SVM-based model achieved the highest performance (AUC=1.0,",gene expression analysis
"could discriminate against pregnancy status in cows. These biomarkers were co-expressed with genes critical for uterine receptivity, including endometrial tissue remodeling, focal adhesion, and embryo development. This study outlined key pathways involved with pregnancy success and provided predictive candidate biomarkers for pregnancy outcome in cows. Reproductive failure is still a challenge for beef producers and a significant cause of economic loss. The increased availability of transcriptomic data has shed light on the mechanisms modulating pregnancy success. Furthermore, new analytical tools, such as machine learning (ML), provide opportunities for data mining and uncovering new biological events that explain or predict reproductive",gene expression analysis
"and therapeutic approach to CRSwNP. Learning influential genes on cancer gene expression data with stacked denoising autoencoders Cancer genome projects are characterizing the genome, epigenome and transcriptome of a large number of samples using the latest high-throughput sequencing assays. The generated data sets pose several challenges for traditional statistical and machine learning methods. In this work we are interested in the task of deriving the most informative genes from a cancer gene expression data set. For that goal we built denoising autoencoders (DAE) and stacked denoising autoencoders and we studied the influence of the input nodes on the final representation",gene expression analysis
"of cancer classification methods based on ML and DL is mostly focused on this review. Although many methods have been applied to the cancer classification problem, recent progress shows that most of the successful techniques are those based on supervised and DL methods. In addition, the sources of the healthcare dataset are also described. The development of many machine learning methods for insight analysis in cancer classification has brought a lot of improvement in healthcare. Currently, it seems that there is highly demanded further development of efficient classification methods to address the expansion of healthcare applications. Machine learning-based analysis of",gene expression analysis
"developing robust predictive models to discern which patients are most likely to benefit from immunotherapy is of great importance. In this context, we have developed the tumor immunotherapy gene expression R package (tigeR 1.0) to address the increasing need for effective tools to explore biomarkers and construct predictive models. tigeR encompasses four distinct yet closely interconnected modules. The Biomarker Evaluation module enables researchers to evaluate whether the biomarkers of interest are associated with immunotherapy response via built-in or custom immunotherapy gene expression data. The Tumor Microenvironment Deconvolution module integrates 10 open-source algorithms to obtain the proportions of different cell types",gene expression analysis
"polymerase chain reaction (RT-qPCR) assay.ResultsFive key genes (ABCB1, CD247, DSC1, KIR2DL3 and MX2) were found in this study. Moreover, these key genes had good reliability and validity, which were further confirmed by clinical samples from SLE patients. The receiver operating characteristic curves (ROC) of the five genes also revealed that they had critical roles in the pathogenesis of SLE.ConclusionIn summary, five key genes were obtained and validated through machine-learning analysis, offering a new perspective for the molecular mechanism and potential therapeutic targets for SLE. Challenging Conventional Perceptions of Oncogenes and Tumor Suppressor Genes: A Comprehensive Analysis of Gene Expression Patterns",gene expression analysis
"networks. Random Forest and LASSO regression analysis techniques were used to identify the three most significant target genes. The TCGA database and quantitative polymerase chain reaction (qPCR) experiments were used to verify the expression levels and receiver operating characteristic (ROC) curves of these three target genes. Furthermore, immune invasiveness, pan-cancer, and mRNA-miRNA interaction network analyses were performed. Results. Eighty-nine genes showed increased expression and 190 genes showed decreased expression. Notably, the upregulated DEGs were predominantly associated with organelle fission and nuclear division, whereas the downregulated DEGs were mainly associated with genitourinary system development and cell-substrate adhesion. The construction of the",gene expression analysis
for Identifying Key Genes of Colorectal Cancer Colorectal cancer (CC) is a significant public health concern and make it necessary to identify reliable biomarkers and elucidate their molecular and biological mechanisms. This study proposed a system by integrating weighted gene co-expression network analysis (WGCNA) and machine learning-based integrative bioinformatics (ML-IB) analysis to identify key genes for CC. WGCNA was implemented to find a co-expression network of genes and identify important genes by intersecting gene sets obtained using module membership and gene significance criteria across datasets. WGCNA-based significant genes were determined by intersecting important genes between two datasets. ML-IB based approach,gene expression analysis
expression data are taken into consideration for cluster regulating genes from non-regulating genes. In our work optimization technique (Cat Swarm Optimization) is used to minimize the number of cluster by evaluating the Euclidean distance among the centroids. A comparative study is being carried out by clustering the regulating genes before optimization and after optimization. In our work Principal component analysis (PCA) is incorporated for dimensionality reduction of vast dataset to ensure qualitative cluster analysis. Integrative analysis of DNA methylation and gene expression through machine learning identifies stomach cancer diagnostic and prognostic biomarkers DNA methylation is an early event in tumorigenesis.,gene expression analysis
"and the deep learning model based on them are valuable for clinical diagnosis. Multi-agent system for gene expression analysis to identify involved genes in cervical cancer This paper presents an application of multi-agent systems for gene expression analysis, the agents use statistical methods, machine learning and genomical information from external data bases to identify involved genes in cervical cancer process. The multi-agent system for gene expression analysis from reading of oligonucleotide microarray is integrated by five operational agents in charge of the fundamental processes of the system, and a manager who organizes and coordinates the work of the system. The",gene expression analysis
"which is recorded by the RF with classification accuracy 98%.Conclusion Overall, we provide a successful framework that leads to shorter computation times and smaller ML models, especially where memory and time restrictions are crucial. Deep Learning Benchmarks on L1000 Gene Expression Data Gene expression data can offer deep, physiological insights beyond the static coding of the genome alone. We believe that realizing this potential requires specialized, high-capacity machine learning methods capable of using underlying biological structure, but the development of such models is hampered by the lack of published benchmark tasks and well characterized baselines. In this work, we establish",gene expression analysis
"genes, microarray, and RNA-Seq data. We discuss the technical issues with current cancer prediction models and the corresponding measurement tools for determining the activity levels of gene expression between cancerous tissues and noncancerous tissues. Additionally, we investigate how identifying putative biomarker gene expression patterns can aid in predicting future risk of cancer and inform the provision of personalized treatment. Machine Learning for Diagnosis of Diseases with Complete Gene Expression Profile This paper considers the use of machine learning for diagnosis of diseases that is based on the analysis of a complete gene expression profile. This distinguishes our study from other",gene expression analysis
"good indicators for the difficulty of gene expression based cancer diagnosis. Multiclass cancer diagnosis in microarray gene expression profile using mutual information and Support Vector Machine Gene expression profiles have been used for Cancer Classification recently. In this work, the multi-SVM (Support Vector Machine) approach with a novel Gene selection method using Mutual Information (MI) is developed for multi-class classification in the cancer diagnosis area. The mutual information between genes and class label is computed and used for identifying the discriminating genes in each category. All the genes are assigned rank based on their mutual information value and the optimal",gene expression analysis
"experimental data shows that EM_iBsu1209-ME, constructed on this basis, can accurately predict the expression of 605 genes and the synthesis of 23 metabolites under different conditions. This study paves the way for the construction of comprehensive biological databases and high-performance multi-omics metabolic models to achieve accurate predictive analysis in exploring complex mechanisms of cell genotypes and phenotypes. A Hybrid Multiple Indefinite Kernel Learning Framework for Disease Classification from Gene Expression Data In recent years, Machine Learning (ML) techniques have been used by several researchers to classify diseases using gene expression data. Disease categorization using heterogeneous gene expression data is often",gene expression analysis
"findings was conducted using The Cancer Genome Atlas (TCGA) database, Human Protein Atlas (HPA), quantitative PCR (qPCR), and immune cell infiltration analysis via CIBERSORTx. Results: Our analysis identified 11,012 overlapping DEGs between the two datasets. WGCNA revealed 11 modules, with the green-yellow module exhibiting the highest correlation. Functional enrichment analysis highlighted significant associations with FOXM1 signaling pathways and retinoblastoma in cancer. Machine learning algorithms identified COASY, FTSJ1, and MOGS as pivotal genes. These findings were validated using TCGA data, qPCR experiments, which demonstrated high expression levels in LUAD samples. Immunohistochemistry from HPA confirmed consistency between protein levels and RNA-seq data.",gene expression analysis
"(DNA) microarrays and ribonucleic acid (RNA)-sequencing methods for gene expression data allow quantifying the expression levels of genes and produce valuable data for computational analysis. This study reviews recent progress in gene expression analysis for cancer classification using machine learning methods. Both conventional and deep learning-based approaches are reviewed, with an emphasis on the application of deep learning models due to their comparative advantages for identifying gene patterns that are distinctive for various types of cancers. Relevant works that employ the most commonly used deep neural network architectures are covered, including multi-layer perceptrons, as well as convolutional, recurrent, graph, and",gene expression analysis
"molecules. Many technologies can capture Gene Expression from the DNA or RNA. One such technique is Microarray DNA. Other than being expensive, the main issue with Microarray DNA is that it generates high-dimensional data with minimal sample size. The issue in handling such a heavyweight dataset is that the learning model will be over-fitted. This problem should be addressed by reducing the dimension of the data source to a considerable amount. In recent years, Machine Learning has gained popularity in the field of genomic studies. In the literature, many Machine Learning-based Gene Selection approaches have been discussed, which were proposed",gene expression analysis
"produced dataset. We provide these two curated views of the public LINCS dataset and our benchmark tasks to enable direct comparisons to future methodological work and help spur deep learning method development on this modality. In addition to profiling a battery of traditional classifiers, including linear models, random forests, decision trees, K nearest neighbor (KNN) classifiers, and feed-forward artificial neural networks (FF-ANNs), we also test a method novel to this data modality: graph convolugtional neural networks (GCNNs), which allow us to incorporate prior biological domain knowledge. We find that GCNNs can be highly performant, with large datasets, whereas FF-ANNs consistently",gene expression analysis
"Cancer Genome Atlas (TCGA) database, Human Protein Atlas (HPA), quantitative PCR (qPCR), and immune cell infiltration analysis via CIBERSORTx. Results: Our analysis identified 11,012 overlapping DEGs between the two datasets. WGCNA revealed 11 modules, with the green-yellow module exhibiting the highest correlation. Functional enrichment analysis highlighted significant associations with FOXM1 signaling pathways and retinoblastoma in cancer. Machine learning algorithms identified COASY, FTSJ1, and MOGS as pivotal genes. These findings were validated using TCGA data, qPCR experiments, which demonstrated high expression levels in LUAD samples. Immunohistochemistry from HPA confirmed consistency between protein levels and RNA-seq data. Furthermore, pan-cancer analysis indicated that",gene expression analysis
"or protein structures. Here, we present a method for integrating information from sequence and structure in a single model that we term SSEmb (Sequence Structure Embedding). SSEmb combines a graph representation for the protein structure with a transformer model for processing multiple sequence alignments. We show that by integrating both types of information we obtain a variant effect prediction model that is robust when sequence information is scarce. We also show that SSEmb learns embeddings of the sequence and structure that are useful for other downstream tasks such as to predict protein-protein binding sites. We envisage that SSEmb may be",sequence classification and alignment
"of hypotheses from multiple OCR engines followed by final hypothesis selection using maximum entropy classification methods. The maximum entropy models are trained on a synthetic calibration data set. Although progressive alignment is not guaranteed to be optimal, the results are nonetheless strong. The synthetic data set used to train or calibrate the selection models is chosen without regard to the test data set; hence, we refer to it as out of domain. It is synthetic in the sense that document images have been generated from the original digital text and degraded using realistic error models. Along with the true transcripts",sequence classification and alignment
"0.95, 0.97, and 0.98 for 300, 500, 1000, and 3000 bp sequences respectively. Enlarging the training data with additional millions of purified viral sequences from metavirome samples further improved the accuracy for identifying virus groups that are under-represented. Applying DeepVirFinder to real human gut metagenomic samples, we identified 51,138 viral sequences belonging to 175 bins in patients with colorectal carcinoma (CRC). Ten bins were found associated with the cancer status, suggesting viruses may play important roles in CRC.ConclusionsPowered by deep learning and high throughput sequencing metagenomic data, DeepVirFinder significantly improved the accuracy of viral identification and will assist the study",sequence classification and alignment
"groundwork for robust machine learning methods for the automated annotation of sequence data. Semi-Automatic Multiparametric MR Imaging Classification Using Novel Image Input Sequences and 3D Convolutional Neural Networks The role of multi-parametric magnetic resonance imaging (mp-MRI) is becoming increasingly important in the diagnosis of the clinical severity of prostate cancer (PCa). However, mp-MRI images usually contain several unaligned 3D sequences, such as DWI image sequences and T2-weighted image sequences, and there are many images among the entirety of 3D sequence images that do not contain cancerous tissue, which affects the accuracy of large-scale prostate cancer detection. Therefore, there is a",sequence classification and alignment
"AL process allowed to use, on average, approximately 32% to 50% of the total training examples with differences in performance concerning the maximum value of the learning curve not exceeding 2%. This performance demonstrates the effectiveness of using AL in a biomedical text classifier based on regular expressions, which is attributable to such expressions' ability to represent intricate sequential patterns in training texts considered most informative. PCVMZM: Using the Probabilistic Classification Vector Machines Model Combined with a Zernike Moments Descriptor to Predict Protein-Protein Interactions from Protein Sequences Protein-protein interactions (PPIs) are essential for most living organisms' process. Thus, detecting PPIs",sequence classification and alignment
"developed an integrated classification model, miPlantPreMat, which comprises MiPlantPre and MiPlantMat, to identify plant pre-miRNAs and their miRNAs. This model achieved approximately 90% accuracy using plant datasets from nine plant species, including Arabidopsis thaliana, Glycine max, Oryza sativa, Physcomitrella patens, Medicago truncatula, Sorghum bicolor, Arabidopsis lyrata, Zea mays and Solanum lycopersicum. Using miPlantPreMat, 522 Solanum lycopersicum miRNAs were identified in the Solanum lycopersicum genome sequence. Conclusions: We developed an integrated classification model, miPlantPreMat, based on structure-sequence features and SVM. MiPlantPreMat was used to identify both plant pre-miRNAs and the corresponding mature miRNAs. An improved feature selection method was proposed, resulting",sequence classification and alignment
"in a sample. Results: We developed the multithreaded Minimizer-based Na & iuml;ve Bayes Classifier (MNBC) tool to improve the NBC approach by applying minimizers, as well as plurality voting for closely related classification scores. A standard reference- and test-sequence framework using simulated variable-length reads benchmarked MNBC with six other state-of-the-art tools: MetaMaps, Ganon, Kraken2, KrakenUniq, CLARK, and Centrifuge. We also applied MNBC to the marine and strain-madness short-read metagenomic datasets in the Critical Assessment of Metagenome Interpretation (CAMI) II challenge using a corresponding database from the time. MNBC efficiently identified reads from unknown microorganisms, and exhibited the highest species- and",sequence classification and alignment
"depth, contig homogeneity, phase group homogeneity, and heterogeneity between phase groups. Results: We demonstrate the viability of using bubbles to identify heterozygous homologous contigs, which we term homolotigs. We show that machine learning classification trained on these homolotig pairs can be used effectively for identifying homologous sequences elsewhere in the data with high precision (assuming error-free reads). Conclusion: More work is required to comparatively analyze this approach on real data with various parameters and classifiers against other diploid genome assembly methods. However, the initial results of ScaffoldScaffolder supply validity to the idea of employing machine learning in the difficult task",sequence classification and alignment
"DeepVirFinder, for identifying viral sequences in metagenomic data using deep learning.ResultsTrained based on sequences from viral RefSeq discovered before May 2015, and evaluated on those discovered after that date, DeepVirFinder outperformed the state-of-the-art method VirFinder at all contig lengths, achieving AUROC 0.93, 0.95, 0.97, and 0.98 for 300, 500, 1000, and 3000 bp sequences respectively. Enlarging the training data with additional millions of purified viral sequences from metavirome samples further improved the accuracy for identifying virus groups that are under-represented. Applying DeepVirFinder to real human gut metagenomic samples, we identified 51,138 viral sequences belonging to 175 bins in patients with",sequence classification and alignment
"that rely on similarity/dissimilarity scores, such as searching sequences, comparing sequences, and certain types of phylogenetic analysis methods that are based on sequence comparison. Cross Attention with Monotonic Alignment for Speech Transformer Transformer, a state-of-the-art neural network architecture, has been used successfully for different sequence-to-sequence transformation tasks. This model architecture disperses the attention distribution over entire input to learn long-term dependencies, which is important for some sequence-to-sequence tasks, such as neural machine translation and text summarization. However, automatic speech recognition (ASR) has a characteristic to have monotonic alignment between text output and speech input. Techniques like Connectionist Temporal Classification (CTC),",sequence classification and alignment
"Benchmarking machine learning methods for comprehensive chemical fingerprinting and pattern recognition Machine learning (ML) has been used previously to recognize particular patterns of constituent compounds. Here, ML is used with comprehensive chemical fingerprints that capture the distribution of all constituent compounds to flexibly perform various pattern recognition tasks. Such pattern recognition requires a sequence of chemical analysis, data analysis, and pattern analysis. Chemical analysis with comprehensive multidimensional chromatography is a maturing approach for highly effective separations of complex samples and so provides a solid foundation for undertaking comprehensive chemical fingerprinting. Data analysis with smart templates employs marker peaks and chemical",sequence classification and alignment
"encoded data by around 2( k) times compared to the classical k-mer based profiling method. Moreover, using PC-mer, we designed two tools: 1) a machine-learning-based classification tool for coronavirus family members with the ability to recive input sequences from the NCBI database, and 2) an alignment-free computational comparison tool for calculating dissimilarity scores between coronaviruses at the genus and species levels.ConclusionsPC-mer achieves 100% accuracy despite the use of very simple classification algorithms based on Machine Learning. Assuming dynamic programming-based pairwise alignment as the ground truth approach, we achieved a degree of convergence of more than 98% for coronavirus genus-level sequences",sequence classification and alignment
"feature spaces, information condensing of the given data set, etc. The SVM method is conveniently applied to many ether pattern classification tasks in biology. (C) 2001 Academic Press. Probabilistic variable-length segmentation of protein sequences for discriminative motif discovery (DiMotif) and sequence embedding (ProtVecX) In this paper, we present peptide-pair encoding (PPE), a general-purpose probabilistic segmentation of protein sequences into commonly occurring variable-length sub-sequences. The idea of PPE segmentation is inspired by the byte-pair encoding (BPE) text compression algorithm, which has recently gained popularity in subword neural machine translation. We modify this algorithm by adding a sampling framework allowing for multiple",sequence classification and alignment
"encapsulates evolutionary information in terms of sequence identity and structural information characterising the secondary structure elements and lengths of the respective domains. The evaluation is performed in two steps, first selecting the best performing base learners and subsequently evaluating boosted and bagged meta learners. The boosted random forest, a collection of decision trees, is found to be the most accurate, with a cross-validated accuracy of 97.0% and F-measures of 0.97, 0.85, 0.93 and 0.98 for classification of proteins to the Class, Fold, Super-Family and Family levels in the SCOP hierarchy. The meta learning regime, especially boosting, improved performance by more",sequence classification and alignment
"sampled from reference genome to tune its parameters, up to a coverage of about 10, and from increasing the k-mer size to about 12. Tuning the method involves training machine learning models on about 10(8) samples in 10(7) dimensions, which is out of reach of standard softwares but can be done efficiently with modern implementations for large-scale machine learning. The resulting method is competitive in terms of accuracy with well-established alignment and composition-based tools for problems involving a small to moderate number of candidate species and for reasonable amounts of sequencing errors. We show, however, that machine learning-based compositional approaches",sequence classification and alignment
"rapid analysis to provide meaningful inference.Methods: We present a machine learning logistic regression pipeline that can assign classifications to genetic sequence data. The pipeline implements an intuitive and customizable approach to developing a trained prediction model that runs in linear time complexity, generating accurate output rapidly, even with incomplete data. Our approach was benchmarked against porcine respiratory and reproductive syndrome virus (PRRSv) and swine H1 influenza A virus (IAV) datasets. Trained classifiers were tested against sequences and simulated datasets that artificially degraded sequence quality at 0, 10, 20, 30, and 40%.Results: When applied to a poor-quality sequence data, the classifier",sequence classification and alignment
"newer and more contagious variants can be characterized by alterations to the spike protein; hence it is often sufficient for characterizing the different SARS-CoV-2 variants. Another important consideration is to have a fast feature embedding generation, which is the subject of this work. Applying any machine learning (ML) model to a biological sequence requires first transforming it into a fixed-length (numerical) form. While there exist several compact embeddings for SARS-CoV-2 spike protein sequences, the generation process is computationally expensive since the features, added to the resulting vectors, are indexed in a naive fashion. To solve this problem, we propose a",sequence classification and alignment
"engineering to incorporate structural information into a predictive model. Nowadays, a family of automated graph feature engineering techniques has been proposed in different streams of literature. So-called graph embeddings provide a powerful tool to construct vectorized feature spaces for graphs and their components, such as nodes, edges and subgraphs under preserving inner graph properties. Using the constructed feature spaces, many machine learning problems on graphs can be solved via standard frameworks suitable for vectorized feature representation. Our survey aims to describe the core concepts of graph embeddings and provide several taxonomies for their description. First, we start with the methodological",sequence classification and alignment
"comparison with existing methods in the literature, SSEA SVM is also highly competitive. We suggest that SSEA SVM is a much more promising method to identify OMPs in genomic proteins. A web server that implements SSEA SVM is freely available at http://bioinfo.tmmu.edu.cn/SSEA_SVM/. Application of genomic signal processing as a tool for high-performance classification of SARS-CoV-2 variants: a machine learning-based approach From the beginning of COVID-19 pandemic, numerous mutants of SARS-CoV-2 have since been evolved owing to high transmissibility and virulence. Due to the limited effectiveness of previously imposed vaccines and preventive therapies, these strains are still causing concern. This paper",sequence classification and alignment
"genus labels for 191 as yet unclassified astrovirus genomes. Genus labels are also suggested for an additional eight as yet unclassified astrovirus genomes for which incompatibility was observed with the host species, suggesting cross-species infection. Lastly, our machine learning-based approach augmented by a principal component analysis (PCA) analysis provides evidence supporting the hypothesis of the existence of human astrovirus (HAstV) subgenus of the genus Mamastrovirus, and a goose astrovirus (GoAstV) subgenus of the genus Avastrovirus. Overall, this multipronged machine learning approach provides a fast, reliable, and scalable prediction method of taxonomic labels, able to keep pace with emerging viruses and",sequence classification and alignment
"quality controls have been applied at different stages of the sample preparation and data analysis to ensure both reproducibility and reliability of RNA-seq results, there are still limitations and bias on the detectability for certain differentially expressed genes (DEGs). Whether the transcriptional dynamics of a gene can be captured accurately depends on experimental design/operation and the following data analysis processes. The workflow of subsequent data processing, such as reads alignment, transcript quantification, normalization, and statistical methods for ultimate identification of DEGs can influence the accuracy and sensitivity of DEGs analysis, producing a certain number of false-positivity or false-negativity. Machine learning",sequence classification and alignment
"organisms. The classification results are compared to other classifiers. The experimental results have shown that the WNN-PS model outperformed the other classifier in terms of both the running time and clustering. In this paper, our approach consists of three phases. The first one, which is called transformation, is composed of three sub steps; binary codification of DNA sequences, Fourier Transform and Power Spectrum Signal Processing. The second section is the approximation; it is empowered by the use of Multi Library Wavelet Neural Networks (MLWNN). Finally, the third section, which is called the classification of the DNA sequences. The Euclidean distances",sequence classification and alignment
